./crack-identify/Denoising_verify_images\103-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001460.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\China_MotorBike_001462.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001465.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001477.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001479.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001489.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001512.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001514.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001521.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001535.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\China_MotorBike_001540.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001544.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001548.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001576.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001580.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001582.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001591.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001607.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\China_MotorBike_001608.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001630.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001641.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001648.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001651.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001657.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001658.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001666.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001681.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001691.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001694.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001700.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001705.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001706.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001711.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001715.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001722.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001726.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\China_MotorBike_001743.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001750.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001764.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001777.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001779.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001782.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001783.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001786.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001796.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001798.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001800.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001801.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001811.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\China_MotorBike_001817.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001818.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001830.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001837.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001840.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001844.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001847.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001849.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001907.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001909.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001910.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001946.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001951.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001958.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001962.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001963.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_001967.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\India_000002.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\India_000055.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\India_000293.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_000006.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000024.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000025.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000034.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000041.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000042.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000067.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000071.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000076.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000077.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000079.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000087.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000090.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_000095.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000098.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000099.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000113.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000117.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000130.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000152.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000164.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000170.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000188.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000203.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000212.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000213.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000235.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000238.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000242.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000246.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000253.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000258.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000259.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000265.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000275.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000296.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000297.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000308.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000310.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000333.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000335.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_000337.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000350.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000362.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000388.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000393.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000405.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000412.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000418.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000423.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_000424.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000434.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000435.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000437.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000438.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000445.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000449.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000455.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000480.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_000488.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000515.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000531.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000532.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000544.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000552.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000577.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000587.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000590.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000596.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000601.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000608.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000617.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000625.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000627.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000628.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000632.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000651.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000653.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000659.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000664.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000672.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000693.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000694.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000697.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000702.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000703.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000720.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000729.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000777.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000805.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000834.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000835.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000839.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000851.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_000861.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000867.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000872.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000883.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000885.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000899.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_000901.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000902.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000910.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000914.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000922.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_000927.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000932.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\Japan_000949.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000952.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000954.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000963.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000978.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000997.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_000998.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001015.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001016.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001022.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001023.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001042.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001044.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001052.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001074.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001076.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001081.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001099.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001100.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001104.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001111.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001115.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001131.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\Japan_001138.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001139.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001150.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001159.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001169.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001171.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001172.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001178.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001189.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001190.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001191.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001214.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001221.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001233.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001239.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001241.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_001269.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001284.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001288.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001298.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001299.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001330.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001339.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001346.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001351.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_001355.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001378.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001437.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001444.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001446.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001449.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001457.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001463.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001468.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001479.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001499.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001513.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001522.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001524.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001534.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001536.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001542.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001546.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001580.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001588.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001604.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001611.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_001612.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001618.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001625.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001636.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001649.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_001654.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001663.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001684.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001685.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_001686.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001690.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001694.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001701.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001734.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001735.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001743.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001755.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001771.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001777.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001785.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001807.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001814.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001818.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_001827.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001833.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_001839.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001860.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001862.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001872.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001886.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001908.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001916.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001919.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001926.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001946.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001953.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001954.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001957.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001961.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001989.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001994.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001995.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001996.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_001999.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002010.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002038.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002039.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002040.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002044.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002051.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002053.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002070.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002072.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002074.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002079.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002083.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002097.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002098.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_002101.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002110.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002129.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002143.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002185.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002192.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002196.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002198.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002201.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002218.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002227.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002242.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002257.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002265.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002274.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002288.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002301.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_002307.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002321.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_002324.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002326.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002329.jpg: Predicted: 0, True label: 0
